point_id,nq,kBT,JA,q_min,q_max,dq,q_opt,Delta_opt,q_Ic_plus,q_Ic_minus,Ic_plus,Ic_minus,abs_Ic_plus,abs_Ic_minus,Ic_denominator_abs,eta,eta_denominator_unreliable,branch_near_zero,left_endpoint_found,right_endpoint_found,q_left_endpoint,q_right_endpoint,endpoint_margin_left,endpoint_margin_right,response_window_valid,positive_eta_allowed,curve_file,pathology_class,status,curve_source
21,6400,0.0,1.3382500000000002,-3.141592653589793,2.375,0.0008621023056081256,-1.035476720987845,0.04962406015037594,-1.035476720987845,-0.9734053549840218,7.379617795695298e-05,0.0,7.379617795695298e-05,0.0,7.379617795695298e-05,1.0,True,True,True,True,-1.1044449054365377,-0.9742674572896304,2.0371477481532554,3.3492674572896304,True,False,hpc_upload_qdelta_discovery_512seed_256x50_20260520_210207\ML_Phase_512_seed_v1\numerical_audit_qdensity_v1\curves\point0021_nq6400_response.npz,eta_ill_conditioned_small_denominator,ok,qdensity
21,12800,0.0,1.3382500000000002,-3.141592653589793,2.375,0.00043101747430185355,-1.0352102566764936,0.04962406015037594,-1.0352102566764936,-0.9740057753256264,0.0002570778870393865,0.0,0.0002570778870393865,0.0,0.0002570778870393865,1.0,False,True,True,True,-1.1046040700390969,-0.9744367927999282,2.0369885835506962,3.3494367927999282,True,False,hpc_upload_qdelta_discovery_512seed_256x50_20260520_210207\ML_Phase_512_seed_v1\numerical_audit_qdensity_v1\curves\point0021_nq12800_response.npz,eta_ill_conditioned_branch_near_zero,ok,qdensity
25,6400,0.0,1.318375,-3.141592653589793,2.375,0.0008621023056081256,-1.0018547310691077,0.051127819548872175,-1.0018547310691077,-0.9337486489260236,0.0002066939795633374,0.0,0.0002066939795633374,0.0,0.0002066939795633374,1.0,False,True,True,True,-1.0716850178234085,-0.9346107512316322,2.0699076357663846,3.309610751231632,True,False,hpc_upload_qdelta_discovery_512seed_256x50_20260520_210207\ML_Phase_512_seed_v1\numerical_audit_qdensity_v1\response_curve_pathology_audit\curves\point0025_nq6400_response.npz,eta_ill_conditioned_branch_near_zero,ok,pathology
25,12800,0.0,1.318375,-3.141592653589793,2.375,0.00043101747430185355,-1.0020219111552486,0.051127819548872175,-1.0020219111552486,-0.934783185164155,3.773205856572605e-05,0.0,3.773205856572605e-05,0.0,3.773205856572605e-05,1.0,True,True,True,True,-1.071415724517852,-0.9352142026384569,2.070176929071941,3.310214202638457,True,False,hpc_upload_qdelta_discovery_512seed_256x50_20260520_210207\ML_Phase_512_seed_v1\numerical_audit_qdensity_v1\response_curve_pathology_audit\curves\point0025_nq12800_response.npz,eta_ill_conditioned_small_denominator,ok,pathology
