point_id,kBT,J_A,Delta_opt,q_opt,thermo_phase_code,thermo_phase,trusted_exact,training_eligible_exact,rerun_required,q_unresolved,delta_unresolved,pilot_source
2372,0.0186666666666666,1.59,0.03433604880314308,-1.4897355717202787,2,FFLO,1,1,0,0,0,dataset_iter035
7226,0.0163333333333333,1.5833750000000002,0.03573964125673114,-1.478907939435562,2,FFLO,1,1,0,0,0,dataset_iter035
1679,0.0116666666666666,1.5966250000000002,0.033533458019004106,-1.5007884856069977,2,FFLO,1,1,0,0,0,dataset_iter035
7330,0.014,1.60325,0.033633624963912284,-1.51154102402438,2,FFLO,1,1,0,0,0,dataset_iter035
5593,0.1283333333333333,0.6426250000000001,0.22471249074271657,-0.33312213575239724,2,FFLO,1,1,0,0,0,dataset_iter035
5945,0.1166666666666666,0.8082500000000001,0.04355893908393688,-0.36041414550142564,2,FFLO,1,1,0,0,0,dataset_iter035
6968,0.4526666666666667,0.06625,0.43323295718427957,-0.04627673689856693,2,FFLO,1,1,0,0,0,dataset_iter035
2342,0.056,0.072875,0.3990471587984987,-0.050941966932349696,2,FFLO,1,1,0,0,0,dataset_iter035
4761,0.2613333333333333,0.6492500000000001,0.19323245509433012,-0.4552251404481165,2,FFLO,1,1,0,0,0,dataset_iter035
6481,0.399,0.377625,0.3964415630060125,-0.2756000451692435,2,FFLO,1,1,0,0,0,dataset_iter035
4554,0.434,0.072875,0.4576937753398521,-0.050941966932349696,2,FFLO,1,1,0,0,0,dataset_iter035
3513,0.1166666666666666,0.0265,0.43694289982050283,-0.018459070078199278,2,FFLO,1,1,0,0,0,dataset_iter035
4048,0.5273333333333334,0.019875,0.2602004594123037,-0.013873639041282915,2,FFLO,1,1,0,0,0,dataset_iter035
4570,0.4783333333333334,0.152375,0.3716789887908419,-0.10725785050862452,2,FFLO,1,1,0,0,0,dataset_iter035
1965,0.0606666666666666,1.000375,0.10160455395584117,-0.5271793689480272,2,FFLO,1,1,0,0,0,dataset_iter035
4906,0.4946666666666667,0.231875,0.2964910188660298,-0.16500051756424863,2,FFLO,1,1,0,0,0,dataset_iter035
1092,0.2146666666666666,0.6823750000000001,0.0823561826101146,-0.41499816499948244,2,FFLO,1,1,0,0,0,dataset_iter035
2361,0.322,0.006625,0.5301759825272697,-0.004622977970583555,1,uniform_SC,1,1,0,0,0,dataset_iter035
4968,0.4153333333333334,0.03975,0.4803503332622039,-0.027780119886700563,2,FFLO,1,1,0,0,0,dataset_iter035
1059,0.147,0.0,0.46200471964552453,-3.754693366708403e-05,1,uniform_SC,1,1,0,0,0,dataset_iter035
5686,0.1073333333333333,0.0,0.4293226806582399,-3.754693366708403e-05,1,uniform_SC,1,1,0,0,0,dataset_iter035
268,0.0046666666666666,1.4045,0.04305810435939598,-1.162818090282022,2,FFLO,1,1,0,0,0,dataset_iter035
3295,0.3896666666666667,0.5896250000000001,0.05228099464018979,-0.4524419622272201,2,FFLO,1,1,0,0,0,dataset_iter035
2254,0.5343333333333333,0.01325,0.23132853000615058,-0.009283502874834197,1,uniform_SC,1,1,0,0,0,dataset_iter035
2657,0.2916666666666667,0.01325,0.5312778189212597,-0.009208409007500029,1,uniform_SC,1,1,0,0,0,dataset_iter035
3556,0.4666666666666667,0.006625,0.4143865088430592,-0.004622977970583555,1,uniform_SC,1,1,0,0,0,dataset_iter035
5838,0.35,0.6095,0.15894774498851466,-0.46244356197126113,2,FFLO,1,1,0,0,0,dataset_iter035
7178,0.0863333333333333,0.6360000000000001,0.2029574353245384,-0.29297025417109734,2,FFLO,1,1,0,0,0,dataset_iter035
6284,0.0,0.549875,0.324261111878193,-0.40094149641939647,2,FFLO,1,1,0,0,0,dataset_iter035
6933,0.5156666666666667,0.218625,0.23042577227710342,-0.15529929328954428,2,FFLO,1,1,0,0,0,dataset_iter035
1138,0.5296666666666667,0.006625,0.25147840385605075,-0.004622977970583555,1,uniform_SC,1,1,0,0,0,dataset_iter035
2932,0.0653333333333333,1.06,0.08887205492864046,-0.5964302182239077,2,FFLO,1,1,0,0,0,dataset_iter035
3196,0.4526666666666667,0.01325,0.4364408098710884,-0.009283502874834197,1,uniform_SC,1,1,0,0,0,dataset_iter035
6493,0.364,0.483625,0.3557398923017059,-0.36011377003208894,2,FFLO,1,1,0,0,0,dataset_iter035
6183,0.1236666666666666,0.284875,0.43794456926958464,-0.20281978412865712,2,FFLO,1,1,0,0,0,dataset_iter035
4060,0.0723333333333333,1.07325,0.07614081112631328,-0.6124440324842143,2,FFLO,1,1,0,0,0,dataset_iter035
2079,0.1026666666666666,0.099375,0.42521332546725743,-0.0695887716788844,2,FFLO,1,1,0,0,0,dataset_iter035
