triangle_id,point_ids,center_kBT,center_J_A,circumradius_norm,topology_labels,contains_z2_change,bulk_gap_min,pfaffian_margin_min
260,5466;6236;281,0.08477777777777773,0.152375,0.03306358515563998,trivial,False,0.3388171072059798,0.337953511906172
238,1134;127;124,0.2916666666666667,0.44387499999999996,0.03290488793662779,trivial,False,0.20874923832222453,0.22711933609701884
3535,728;585;991,0.03966666666666667,0.9849166666666668,0.032820238799929485,topological,False,0.07516110017146194,0.4460969739603531
241,127;740;124,0.294,0.4792083333333334,0.03273097740663081,trivial,False,0.16122709243633104,0.17729914334090616
379,1569;312;393,0.15866666666666665,0.25837499999999997,0.03272742587649054,trivial,False,0.34603028890754356,0.3529625512198661
1729,298;728;991,0.033444444444444436,0.9584166666666666,0.032639239106563175,topological,False,0.07516110017146194,0.44213950441524263
699,2650;7321;3131,0.1244444444444444,0.7817500000000001,0.03258337945509171,topological,False,0.025314309807804327,0.24823676526990324
1262,4199;304;92,0.05677777777777773,0.7022500000000002,0.03242407469760845,topological,False,0.06698829837416631,0.1299868990285317
2931,1095;3248;996,0.3002222222222222,0.08612500000000001,0.03228278175520177,trivial,False,0.4722719749925112,0.4599869824482236
2084,996;3248;1011,0.3056666666666667,0.11704166666666667,0.03222191088032231,trivial,False,0.4722719749925112,0.4599869824482236
190,870;369;955,0.004666666666666633,0.22083333333333333,0.03217498888924454,trivial,False,0.2953132031121607,0.30460348505298684
3425,6244;2226;6223,0.10033333333333329,0.4902500000000001,0.03215283505585559,trivial,False,0.13602045439845076,0.15346456174697717
214,1623;54;2400,0.18666666666666668,0.3555416666666667,0.03207110222284018,trivial,False,0.2777232535082105,0.29649679489857106
552,1176;1174;214,0.032666666666666636,0.8347500000000001,0.031962609176621734,topological,False,0.0866947763284882,0.26720409294063185
378,443;1623;2400,0.17499999999999996,0.35112499999999996,0.031926470069596896,trivial,False,0.2777232535082105,0.29649679489857106
949,6254;459;312,0.13922222222222216,0.22966666666666669,0.03191941290885461,trivial,False,0.34603028890754356,0.3529625512198661
2930,1095;996;1131,0.2916666666666667,0.10379166666666667,0.031828476197774486,trivial,False,0.4722719749925112,0.4599869824482236
1790,1028;792;1174,0.0171111111111111,0.8126666666666669,0.031779087069325855,topological,False,0.0866947763284882,0.2579744089239287
2929,3248;1150;1011,0.31266666666666665,0.09937499999999999,0.03152801426021389,trivial,False,0.47498194165487145,0.46129899884596187
84,124;5492;265,0.2558888888888889,0.4924583333333333,0.031525972331540135,trivial,False,0.1566338893914866,0.17387543248463813
193,631;275;254,0.22944444444444442,0.22083333333333333,0.03136077420946014,trivial,False,0.3846673861955845,0.39292745049959393
139,797;911;870,0.0023333333333333,0.14575000000000002,0.03129841792026593,trivial,False,0.33778026184197435,0.3356938459748801
328,132;2182;254,0.20299999999999996,0.22304166666666667,0.031160735556529096,trivial,False,0.3820433449913244,0.38786701543076935
675,2367;1569;393,0.16877777777777778,0.2340833333333333,0.031156392141634792,trivial,False,0.34751999673886064,0.35706879126654406
215,54;1623;132,0.18977777777777782,0.3091666666666667,0.031102252734833746,trivial,False,0.3244834016365944,0.3400324507877272
337,312;459;393,0.15322222222222218,0.22524999999999998,0.030826198949124816,trivial,False,0.34603028890754356,0.3529625512198661
261,6236;5466;6133,0.0925555555555555,0.1325,0.030773914077289098,trivial,False,0.36387056109677945,0.3568866292770848
1265,4992;4199;92,0.05211111111111107,0.6713333333333334,0.030752469550444344,topological,False,0.0551160388102967,0.11186223397568995
554,212;1132;1176,0.03422222222222217,0.8921666666666667,0.030393011904407012,topological,False,0.08855320946512822,0.3457651957160374
237,376;5492;124,0.2667777777777778,0.5012916666666666,0.030167912119280854,trivial,False,0.1566338893914866,0.17387543248463813
375,272;631;254,0.2302222222222222,0.18770833333333334,0.03014914930364015,trivial,False,0.43459249236658015,0.42907463918674627
1594,482;6242;6185,0.10577777777777776,0.34670833333333334,0.030148474002622893,trivial,False,0.26595668099516273,0.28188318861618655
948,6254;312;6143,0.1283333333333333,0.245125,0.030115270105368856,trivial,False,0.34603028890754356,0.3495376098797992
1957,2367;210;1569,0.1781111111111111,0.25395833333333334,0.03007472296906713,trivial,False,0.34751999673886064,0.35706879126654406
453,448;6264;6223,0.0785555555555555,0.42179166666666673,0.03005663468581899,trivial,False,0.20283821862836207,0.21940672768050112
2449,482;5405;6242,0.10344444444444444,0.37762500000000004,0.029998470817043262,trivial,False,0.2400960558408983,0.25615436370766875
54,277;448;66,0.03888888888888887,0.40191666666666664,0.029989924139020924,trivial,False,0.19205948001572337,0.21007703662203764
724,3900;5120;63,0.07077777777777773,0.5719583333333335,0.02998805063553416,trivial,False,0.05764632870804612,0.07058403197678845
4397,585;1205;991,0.028,0.9959583333333334,0.029939865671272756,topological,False,0.07398947197011052,0.47125144569404853
1727,728;298;212,0.04199999999999996,0.9385416666666666,0.02978450096741952,topological,False,0.07912984491211707,0.40205682115874947
1266,5070;4199;4992,0.05911111111111106,0.6691250000000001,0.029754367014147562,topological,False,0.0551160388102967,0.11186223397568995
61,654;489;505,0.04122222222222217,0.17445833333333335,0.029513249662764016,trivial,False,0.3169827487267571,0.3214416298794473
183,650;545;441,0.027222222222222165,0.284875,0.029192392298822152,trivial,False,0.2567504455926043,0.27205508350571017
82,60;1134;124,0.2768888888888889,0.4262083333333333,0.02844543097882724,trivial,False,0.20874923832222453,0.22711933609701884
454,6264;448;57,0.07311111111111107,0.38866666666666666,0.028224440400981644,trivial,False,0.21341219622242155,0.22938538100683334
946,459;6254;6213,0.1345555555555555,0.19433333333333333,0.028109667605654438,trivial,False,0.36440254531484256,0.362740371660189
377,2449;443;2400,0.17422222222222217,0.38645833333333335,0.02809680170665184,trivial,False,0.26155114195520535,0.28057842169711555
762,588;2486;75,0.1812222222222222,0.5785833333333334,0.02809121581380253,trivial,False,0.030402919808599833,0.03906295217905281
763,2486;2511;75,0.18200000000000002,0.5476666666666667,0.02808235177322825,trivial,False,0.0758103051836377,0.08973757658002582
