kBT,JA,phase,phase_label,predicted_phase_before_exact,distance_to_normal_sc_boundary,distance_to_uniform_fflo_boundary,distance_to_old_curve_1,distance_to_old_curve_2,Delta_opt,q_opt,eta,Ic_plus,Ic_minus,eta_denominator_diagnostic,abs_Ic_plus,abs_Ic_minus,min_abs_Ic,F_SC,F_normal,DeltaF,free_energy_gap_to_normal,positive_delta_gap,delta_status,delta_boundary_ambiguous,delta_unresolved,delta_unresolved_requiring_rerun,delta_boundary_band_normal,needs_rerun_exact,q_min,q_max,q_edge_hit,q_expanded,q_unresolved,trusted_exact,training_eligible_exact,source_iteration,selection_source,A0_main,A0_main_raw,A0_for_pool,Aselect,B_delta_raw,U_NS,B_delta_gated,response_reliability,eta_positive_strong,n_q,coord_key,audit_roles
0.0,1.3978750000000002,normal,0,2.0,0.0219401122714819,0.6510686651068595,0.3767795319571252,0.3913100177449392,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.3750546701274402e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,8,acquisition_stochastic,0.9655414066593748,0.9655414066593748,0.9655414066593748,0.0133308636125782,0.4638173127187708,0.9043752036841528,0.4194648766622748,near_normal_unreliable,False,,"0.00000000,1.39787500",phase_qwindow_boundary_sensitive
0.0023333333333333,1.3978750000000002,normal,0,2.0,0.0205760155468947,0.6510638652882127,0.3766050547843615,0.390189740966877,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.391761135227654e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,3,acquisition_stochastic,0.8754405007877076,0.8754405007877076,0.8754405007877076,0.0095262249952702,0.5398551172223686,0.8334055351134274,0.4499182428524301,near_normal_unreliable,False,,"0.00233333,1.39787500",phase_qwindow_boundary_sensitive
0.0046666666666666,1.3978750000000002,normal,0,0.0,0.0192688630295801,0.651085730842145,0.3764766142785707,0.3891108584276141,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.413131121008604e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,16,acquisition_stochastic,0.9114631300741848,0.9114631300741848,0.9114631300741848,0.2415682571434559,0.5418328435162816,0.777512761964327,0.421281950685329,near_normal_unreliable,False,,"0.00466667,1.39787500",phase_qwindow_boundary_sensitive
0.007,1.3978750000000002,normal,0,0.0,0.0188129734848484,0.6511342590823298,0.3763942575683133,0.388073715367291,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.437899552758637e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,10,acquisition_stochastic,1.4871530786442777,1.4871530786442777,1.4871530786442777,0.4565034605731937,0.516519594376593,0.9827810167711754,0.5076256521436632,near_normal_unreliable,False,,"0.00700000,1.39787500",phase_qwindow_boundary_sensitive
0.0093333333333333,1.3978750000000002,normal,0,0.0,0.0192688630295801,0.651209444048043,0.3763580149065116,0.3870786472977989,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.471486144044576e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,7,acquisition_stochastic,1.4876665347549491,1.4876665347549491,1.4876665347549491,0.6659108716918993,0.4912737481667506,0.9951280782522608,0.4888803009089637,near_normal_unreliable,False,,"0.00933333,1.39787500",phase_qwindow_boundary_sensitive
0.0116666666666666,1.3978750000000002,normal,0,0.0,0.0178326175477123,0.6513112765078232,0.3763561320754717,0.3861259795080314,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.496451338400817e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,8,acquisition_stochastic,0.9070118086600863,0.9070118086600863,0.9070118086600863,0.0767815318583051,0.5191556252401475,0.8941523894231364,0.4642042427909402,near_normal_unreliable,False,,"0.01166667,1.39787500",phase_qwindow_boundary_sensitive
0.0186666666666666,1.3978750000000002,normal,0,0.0,0.0162374870794725,0.6517765176087967,0.3763561320754717,0.3835254671541365,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.4150920124578192e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,12,acquisition_stochastic,0.6447499917137337,0.6447499917137337,0.6447499917137337,0.0005870370188745,0.5651529492321854,0.5460805030788244,0.3086190068331931,near_normal_unreliable,False,,"0.01866667,1.39787500",phase_qwindow_boundary_sensitive
0.021,1.3978750000000002,normal,0,0.0,0.0156758316537959,0.6519847825555654,0.3763561320754717,0.3827454319803573,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.3469728621373633e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,18,acquisition_stochastic,0.3828597497539905,0.3828597497539905,0.3828597497539905,0.0057031810683225,0.5878575405105949,0.2899634768719043,0.1704572163518184,near_normal_unreliable,False,,"0.02100000,1.39787500",phase_qwindow_boundary_sensitive
0.0233333333333333,1.3978750000000002,normal,0,0.0,0.0162027661725548,0.6520951996557425,0.3763561320754717,0.3820092533828,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.2714506314459584e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,9,acquisition_stochastic,0.6092257548585477,0.6092257548585477,0.6092257548585477,0.3440908809214721,0.5892574540446521,0.4250004757724679,0.2504346983214503,near_normal_unreliable,False,,"0.02333333,1.39787500",phase_qwindow_boundary_sensitive
0.0,1.39125,normal,0,2.0,0.0188151406504487,0.6479436948408618,0.3736580729776337,0.3883053821247819,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.295008520418861e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,4,acquisition_stochastic,0.8284315132699006,0.8284315132699006,0.8284315132699006,0.013058050736784,0.4762355381138314,0.7948118114995292,0.3785176307487074,near_normal_unreliable,False,,"0.00000000,1.39125000",phase_qwindow_boundary_sensitive
0.0023333333333333,1.39125,normal,0,2.0,0.0177639228917981,0.6479388718729783,0.3734821375764311,0.387176411672156,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.2909736124555593e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,9,acquisition_stochastic,1.3523738232431697,1.3523738232431697,1.3523738232431697,0.138152751040796,0.4523996838623946,0.9728046547073178,0.4400965182494565,near_normal_unreliable,False,,"0.00233333,1.39125000",phase_qwindow_boundary_sensitive
0.0116666666666666,1.39125,normal,0,0.0,0.015148010085172,0.6481874758943202,0.3732311320754717,0.3830806858229281,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.3970020784626058e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,6,acquisition_stochastic,1.5010208530932432,1.5010208530932432,1.5010208530932432,0.134603965808206,0.4498101295335994,0.999416265744582,0.4495475599525567,near_normal_unreliable,False,,"0.01166667,1.39125000",phase_qwindow_boundary_sensitive
0.014,1.39125,normal,0,0.0,0.0132966770007659,0.6483165623500307,0.3732311320754717,0.3821634819418648,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.3815480315315656e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,14,acquisition_stochastic,1.2007500526121873,1.2007500526121873,1.2007500526121873,0.179661281775326,0.5197380873697602,0.9502620453662072,0.4938873779587088,near_normal_unreliable,False,,"0.01400000,1.39125000",phase_qwindow_boundary_sensitive
0.0163333333333333,1.39125,normal,0,0.0,0.0126040966041657,0.6484723959820452,0.3732311320754717,0.3812896067709128,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.3342533189408814e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,1,acquisition_stochastic,1.3375010005866117,1.3375010005866117,1.3375010005866117,0.009120570404968,0.7124216531178208,0.9508470419642616,0.6774040214983691,near_normal_unreliable,False,,"0.01633333,1.39125000",phase_qwindow_boundary_sensitive
0.0233333333333333,1.39125,normal,0,0.0,0.0132031139999215,0.6489702066363006,0.3732311320754717,0.37893087690186,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.1002199928888957e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,11,acquisition_stochastic,0.572302416029574,0.572302416029574,0.572302416029574,0.0256798151181393,0.5585950733210261,0.5558614932734591,0.3105014915914229,near_normal_unreliable,False,,"0.02333333,1.39125000",phase_qwindow_boundary_sensitive
0.0256666666666666,1.39125,normal,0,0.0,0.0125496525724304,0.6489747544237299,0.3732311320754717,0.3782331763080663,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.019995827800102e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,10,acquisition_stochastic,0.6306055293136801,0.6306055293136801,0.6306055293136801,0.0101770854251635,0.576019588754389,0.4976834051901094,0.2866753903874907,near_normal_unreliable,False,,"0.02566667,1.39125000",clean_high_JA_boundary_control;phase_qwindow_boundary_sensitive
0.0,1.3846250000000002,normal,0,2.0,0.0156901803337982,0.644818724863064,0.3705366736922095,0.3853026613411867,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.1630740659462901e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,7,acquisition_stochastic,0.6788468971353231,0.6788468971353231,0.6788468971353231,0.0026971497888616,0.4057112219250012,0.5395349119120214,0.2188953683830241,near_normal_unreliable,False,,"0.00000000,1.38462500",phase_qwindow_boundary_sensitive
0.0023333333333333,1.3846250000000002,normal,0,2.0,0.0150755678906451,0.6448138785215684,0.3703592555049604,0.3841648666976917,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.1800109622761569e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,14,acquisition_stochastic,0.9304717838587268,0.9304717838587268,0.9304717838587268,0.0147622277441696,0.4778869696005803,0.7768921917559113,0.3712666552245854,near_normal_unreliable,False,,"0.00233333,1.38462500",phase_qwindow_boundary_sensitive
0.0046666666666666,1.3846250000000002,normal,0,0.0,0.0132359137913525,0.6448359560045098,0.3702286481996124,0.3830690159688348,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.2078266409254468e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,15,acquisition_stochastic,1.2946274453112083,1.2946274453112083,1.2946274453112083,0.0059697892224359,0.4875470173202157,0.9785305916124064,0.4770796712972148,near_normal_unreliable,False,,"0.00466667,1.38462500",phase_qwindow_boundary_sensitive
0.007,1.3846250000000002,normal,0,,0.0125629734848484,0.6448849545466964,0.370144901328464,0.3820154701161065,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.2420511152910765e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,0,random_seed,,,,,,,,near_normal_unreliable,False,,"0.00700000,1.38462500",phase_qwindow_boundary_sensitive
0.0093333333333333,1.3846250000000002,normal,0,2.0,0.0132359137913524,0.644960868012441,0.3701080467018066,0.3810045800813298,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.2773984048308762e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,13,acquisition_stochastic,1.6161774168207774,1.6161774168207774,1.6161774168207774,0.409487485445849,0.5469996139375692,0.9999342005620202,0.546963621670397,near_normal_unreliable,False,,"0.00933333,1.38462500",phase_qwindow_boundary_sensitive
0.014,1.3846250000000002,normal,0,0.0,0.0103823325991896,0.6451933983445284,0.3701061320754717,0.3791121179538559,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.245128631310877e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,5,acquisition_stochastic,1.0002234799079148,1.0002234799079148,1.0002234799079148,0.5329032624940082,0.5018474997294187,0.9440914916854104,0.4737899546181405,near_normal_unreliable,False,,"0.01400000,1.38462500",phase_qwindow_boundary_sensitive
0.0163333333333333,1.3846250000000002,normal,0,0.0,0.0094791593585424,0.6453499861320945,0.3701061320754717,0.3782311928980021,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.1764472640507508e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,7,acquisition_stochastic,1.3058672324217928,1.3058672324217928,1.3058672324217928,0.0071660320019511,0.5096584673320463,0.9815054581853304,0.5002325674967734,near_normal_unreliable,False,,"0.01633333,1.38462500",phase_qwindow_boundary_sensitive
0.0256666666666666,1.3846250000000002,normal,0,0.0,0.0094247100696543,0.6458497834766538,0.3701061320754717,0.3751498456745212,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.295653874945685e-08,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,3,acquisition_stochastic,0.8188329366034562,0.8188329366034562,0.8188329366034562,0.05797600805238,0.6245896541973608,0.7794895347786508,0.4868610989778591,near_normal_unreliable,False,,"0.02566667,1.38462500",phase_qwindow_boundary_sensitive
0.028,1.3846250000000002,normal,0,0.0,0.0102779619813287,0.6458452136844112,0.3701061320754717,0.3744914620152448,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.596485906979923e-08,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,4,acquisition_stochastic,0.6775148407927576,0.6775148407927576,0.6775148407927576,0.0615836351231549,0.598369944650008,0.6360554615543113,0.3805964713245885,near_normal_unreliable,False,,"0.02800000,1.38462500",phase_qwindow_boundary_sensitive
0.0,1.378,normal,0,2.0,0.0125652397556927,0.6416937551776764,0.3674153356222562,0.3823019005133632,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0537883543548789e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,5,acquisition_stochastic,0.6168473037850032,0.6168473037850032,0.6168473037850032,0.0033173360563319,0.4049693540999467,0.5726273781025262,0.231896539450126,near_normal_unreliable,False,,"0.00000000,1.37800000",phase_qwindow_boundary_sensitive
0.0023333333333333,1.378,normal,0,2.0,0.012590464167184,0.6416888852349149,0.3672364094663228,0.3811551483377647,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0613816359139605e-07,2,0,0,False,0,0,-1.0,0.5,0,0,0,1,1,2,acquisition_stochastic,0.9372671489460624,0.9372671489460624,0.9372671489460624,0.0033726697185606,0.5314089529913079,0.7593260311291444,0.4035126511813839,near_normal_unreliable,False,,"0.00233333,1.37800000",phase_qwindow_boundary_sensitive
